1012:2,7,12,32,33,51,61,63,80,175,12e,2A
3059:10,57,70,75,100,107,130,131,162,167,186,196,652,656,660,663,665,970,10e,131A,196A,196e,850E,951E
3071:10,97,106,133,196,513,651,652,653,654,655,656,657,660,661,663,665,666,667,668,670,671,672,10e,196e,850E,868E,951E,97e,982E
3111:10,70,75,97,100,106,107,130,133,162,196,513,651,652,653,654,655,656,657,660,661,663,665,666,667,668,670,671,672,10e,196e,850E,868E,951E,97e,982E
3129:10,57,70,75,97,100,106,107,130,131,133,162,167,186,196,400,502,513,651,652,653,654,655,656,657,660,661,663,665,666,667,668,670,671,672,970,10e,131A,196A,196e,850E,951E,97e,982E
3151:57,131,167,186,400,970
3217:10,57,97,100,131,502,10e,131A,97e,982E
3218:70,75,106,107,130,133,162,167,186,196,400,513,651,652,653,654,655,656,657,660,661,663,665,666,667,668,670,671,672,970,196A,196e,850E,951E
3222:10,70,75,97,100,106,107,130,133,162,196,513,10e,196e,850E,868E,951E,97e,982E
3223:57,131,167,186,400,970
3239:70,106,107,130,133,162,186,400,970
3241:651,652,653,654,655,656,657,660,661,663,665,666,667,668,670,671,672
3331:400
3339:400
3341:400
3349:400
3361:400
3369:400
3371:400
3381:97,106,133,400,513,651,653,654,655,657,661,666,667,668,670,671,672,97e,982E
3391:97,106,133,400,513,651,653,654,655,657,661,666,667,668,670,671,672,97e,982E
3411:400
3419:400
3421:400
3501:97,106,133,97e,NR1,NR6
3509:97,106,133,502,518,502A,518A,97e
3511:97,106,133,97e,NR1,NR6
3519:97,106,133,502,518,502A,518A,97e
3529:97,106,133,400,502,513,651,653,654,655,657,661,666,667,668,670,671,672,502A,97e,982E
3539:97,106,133,400,502,513,651,653,654,655,657,661,666,667,668,670,671,672,502A,97e,982E
4019:131,147,166,857,131A,147A,857B
4029:64,65,139
4111:7,14,16,36,77,106,111,131,162,167,175,652,656,660,663,665,857,14A,14e,162M,16M,36A,36B,7A,850E,951E
4121:7,14,16,36,77,106,111,124,131,147,162,166,167,174,175,190,652,656,660,663,665,857,14A,14e,162M,16M,174e,36A,36B,7A,850E,951E
4142:2,12,32,33,51,61,63,80,197,12e,2A
4143:124,147,166,174,190,174e
4149:2,12,33,147,190,12e,147A
4151:130,133,145,197,851,960,851e,960e
4159:2,12,33,147,190,12e,147A
4167:61,124,145,166,174,197,174e,1N,2N,3N,4N,5N,6N,NR1,NR2,NR5,NR6,NR8
4168:32,51,63,80,195,851,961,195A,63A,851e,961M
4179:7,14,16,36,77,106,111,131,162,167,175,502,518,652,656,660,663,665,857,131A,14e,162M,16M,36B,502A,518A,850E,857B,951E
4211:32,54,195,195A,1N,2N,3N,4N,5N,6N,NR1,NR2,NR3,NR5,NR6,NR8
4219:32,54,195
4222:2,12,33,51,54,61,63,80,124,145,147,166,174,190,197,851,961,12e,174e,1N,2A,2N,3N,4N,5N,6N,851e,961M,NR1,NR2,NR3,NR5,NR6,NR8
4223:124,145,147,166,174,190,851,174e,851e
4229:2,12,33,147,190,12e,147A
4239:2,12,33,54,147,190,12e,147A
4249:51,61,63,80,124,145,166,174,197,851,961,174e,1N,2N,3N,4N,5N,63A,6N,851e,961M,NR1,NR2,NR5,NR6,NR8
4251:32,195,195A
4311:64,123,139,143
4321:64,123,143
4329:64,123,143
4331:32,54,195,195A,1N,2N,3N,4N,5N,6N,NR1,NR2,NR3,NR5,NR6,NR8
4339:32,54,195
5009:NR1,NR3
5012:54,124,143,147,166,190,851,970,851e,CT18,CT8
5013:2,12,33,61,63,80,143,197,961,970,12e,2A,961M,CT18,CT8
5019:2,12,33,54,63,124,143,147,190,851,961,970,12e,147A,63A,851e,961M,CT18,CT8
5022:54,124,145,147,166,190,851,851e
5023:2,12,33,51,61,63,80,174,197,961,12e,174e,2A,961M
5029:51,61,63,80,124,145,166,174,197,851,961,174e,1N,2N,3N,4N,5N,63A,6N,851e,961M,NR1,NR2,NR3,NR5,NR6,NR8
5039:2,12,33,54,63,124,143,147,190,851,961,970,12e,147A,63A,851e,961M,CT18,CT8
5049:2,12,33,54,143,147,190,12e,147A,CT18,CT8
5059:2,12,33,54,147,190,12e,147A
5069:124,143,147,961,961M
5129:186,970
5131:51,63,124,174,186,851,961,970,174e,63A,851e,961M
5189:61,166,197
5199:61,80,145,166,197
5239:61,166,197
5241:80,145
5259:61,166,197
5269:80,145
5271:80,145
5319:186,970
5411:80,145
5419:80,145
5421:80,145
5429:80,145
5431:80,145
5519:75,167,196
5521:75,167,196
5629:75,80,167,196
5631:75,80,167,196
5641:10,30,57,97,100,131,145,97e
5649:10,30,57,80,97,100,131,145,97e
5651:80,145
6011:33,63,75,121,122,174,851,970,174e,63A
6029:33,63,75,121,122,174,851,970,174e
6031:174,174e
6039:174,174e
6049:33,63,75,121,122,851,970
6051:5,16,33,63,75,121,122,123,175,195,851,970,16M,195A,63A,NR5
6069:5,16,75,121,123,175,195,970,16M,195A,NR5
6071:5,16,75,121,123,175,195,970,16M
6081:5,16,75,121,123,175,195,970,16M
6129:5,16,75,175,195,970,16M,195A,NR5
6131:5,16,75,175,195,970,16M,1N,2N,3N,4N,5N,6N
6141:51,64,186,1N,2N,3N,4N,5N,6N
6149:51,64,123,186
6151:51,64,123,186,1N,2N,3N,4N,5N,6N
6159:51,64,123,186
6161:51,64,123,186
6169:51,64,123,186
6171:51,143,174,186,174e
6189:51,143,174,186,174e
7011:64,65,131,139,147,166,857,1N,2N,3N,4N,5N,6N,NR6
7021:56,64,65,131,139,147,166,857,1N,2N,3N,4N,5N,6N,NR6
7031:23,64,65,67,131,139,147,857,NR6
7111:23,64,65,67,131,139,147,857,NR6
7211:21,23,64,65,67,125,130,139,141,147,857,NR6
7221:21,23,64,65,125,130,139,147,857,NR6
7231:21,125,130,141,21A
7241:145
7249:67,141,145
7319:23,64,65,67,130,139,147,857,147A,857B
7329:21,23,64,65,67,125,130,139,141,147,857,147A,21A,857B
7331:130
7351:13,67,133,141,145
7359:13,67,133,141,145
7361:13,67,133,141,145
7369:13,61,67,107,133,141,145,175,961,107M,961M
7371:13,61,67,107,133,141,145,175,961,107M,961M
7379:13,61,67,107,133,141,145,175,961,107M,961M
7419:23,64,65,67,130,139,147,857,147A,857B
7517:64,65,139
7518:56,131,147,166,857,980,131A,147A,857B
7529:23,64,65,67,130,139,147,857,147A,857B
7531:23,48,57,67,851,960,980,170A,851e,960e
7539:48,56,57,131,166,851,960,980,131A,170A,2N,4N,851e,960e
7551:48,57,851,960,980,170A,851e,960e
7561:56
7569:56,980
7571:56
7589:48,57,130,851,960,2N,4N,851e,960e
8011:64,123,139,143
8019:64,123,139,143
8031:7,14,16,36,65,77,106,111,124,162,167,174,175,190,652,656,660,663,665,972,14A,14e,162M,16M,174e,36A,36B,7A,850E,951E,972M
8041:7,14,16,36,64,65,77,106,111,124,139,162,167,174,175,190,652,656,660,663,665,972,14A,14e,162M,16M,174e,36A,36B,7A,850E,951E,972M
8057:7,14,16,36,77,106,111,124,162,167,174,175,190,502,518,652,656,660,663,665,972,14e,162M,16M,174e,190A,1N,2N,36B,3N,4N,502A,518A,5N,6N,7B,850E,951E,972A,972M,NR6
8058:64,65,139,NR6
8069:7,14,16,36,77,106,111,124,162,167,174,175,190,502,518,652,656,660,663,665,14e,162M,16M,174e,36B,502A,518A,850E,951E
8079:64,65,131,139,147,166,857,1N,2N,3N,4N,5N,6N,NR6
8111:7,14,16,36,65,77,106,111,123,124,143,162,167,174,175,190,972,14A,14e,162M,16M,174e,36A,36B,7A,972M
8121:7,14,16,36,65,77,106,111,123,124,143,162,167,174,175,190,972,14A,14e,162M,16M,174e,36A,36B,7A,972M,NR1,NR2,NR3,NR5,NR8
8137:123,143,NR6
8138:7,14,16,36,65,77,106,111,124,162,167,174,175,190,502,518,972,14e,162M,16M,174e,190A,1N,2N,36B,3N,4N,502A,518A,5N,6N,7B,972A,972M,NR6
9011:124,143,162,167,190,972,14e,162M,972M,NR1,NR2,NR3,NR5,NR8
9022:7,14,16,36,65,77,106,111,123,174,175,16M,174e,36A,36B,7A,NR5,NR8
9023:124,143,162,167,190,972,14e,162M,972M,NR1,NR2,NR3
9037:36,77,124,143,162,167,174,190,518,972,162M,174e,190A,36B,518A,972A,972M,NR6
9038:7,14,16,65,106,111,123,175,502,14e,16M,1N,2N,3N,4N,502A,5N,6N,7B,NR6
9047:36,77,124,143,162,167,174,190,518,972,162M,174e,190A,36B,518A,972A,972M,NR6
9048:7,14,16,65,106,111,123,175,502,14e,16M,1N,2N,3N,4N,502A,5N,6N,7B,NR6
9059:7,14,16,36,65,77,106,111,123,174,175,14A,16M,174e,36A,36B,7A
9111:7,36,77,105,106,111,123,132,174,174e,36A,36B,NR8
9121:7,77,105,106,111,123,132,174,174e,NR8
9131:7,75,77,105,106,111,123,132,174,174e,NR8
9139:75
9141:7,75,77,105,106,123,174,NR8
9149:7,77,105,106,123,174,7B
9159:7,36,77,105,106,111,123,132,174,174e,36B,7B
9169:7,36,77,105,106,111,123,132,174,502,174e,36B,502A,7B
9179:7,36,77,105,106,111,123,132,174,502,174e,36B,502A,7B
9191:36,36A,36B
9212:5,54,124,143,162,167,162M,972M,NR1,NR2,NR3
9213:105,132,190,972,NR2,NR3
9219:5,54,105,124,132,143,162,167,190,518,972,162M,190A,518A,972A,972M
10009:5,16,57,123,131,132,139,153,167,176,198,272,273,851,131M,16M
10011:2,12,54,121,122,124,143,147,174,190,961,12e,174e,961M,CT18,CT8
10017:2,12,54,61,121,122,124,143,147,166,167,174,190,196,197,961,12e,174e,2A,961M,CT18,CT8
10018:61,124,143,147,166,197,961,961M
10021:61,166,167,196,197
10041:2,12,54,61,121,122,124,143,147,166,167,174,190,196,197,961,961M
10049:2,12,54,61,121,122,124,143,147,166,167,174,190,196,197,961,2A,961M
10051:120,147,167,196,197,961,961M
10059:120,147,167,196,197,961,961M
10061:120,147,167,196,197,961,961M
10069:120,147,167,196,197,961,961M
10071:120,121,147,167,175,196,197,961,961M
10079:120,121,147,167,175,196,197,961,961M
10081:5,14,131,147,167,175,196,197,855,961,131M,961M
10089:5,14,131,147,167,175,196,197,855,961,131M,961M
10091:14,147,196,197,855,961,16M,961M
10099:14,147,196,197,855,961,16M,961M
10101:14,123,139,147,153,196,197,198,855,961,961M
10109:14,147,196,197,855,961,961M
10111:14,123,147,153,196,197,198,855,961,961M
10119:14,123,139,147,153,196,197,198,855,961,961M
10121:121
10129:121
10131:14,123,147,153,196,197,198,855,961,961M
10139:14,123,147,153,196,197,198,855,961,961M
10141:5,16,33,63,122,123,195,851,123M,16M,195A,63A,NR5
10149:5,16,33,63,122,123,195,851,123M,16M,33A
10151:5,16,33,63,121,122,123,195,851,123M,16M,195A,63A,NR5
10161:5,16,33,63,121,122,123,195,851,123M,16M,195A,63A,NR5
10169:5,16,33,63,121,122,123,195,851,123M,16M,195A,33A
10171:16,32,33,63,64,120,851,16M,63A,NR5
10179:16,32,33,63,64,120,851,16M,33A
10181:32,33,63,64,120,132,145,63A,NR5
10189:32,33,63,64,120,132,145,145A,33A
10191:32,33,63,64,120,132,145,63A,NR5
10199:32,33,63,64,120,132,145,145A,33A
10201:32,33,64,120,132,145,NR5
10209:32,33,64,120,132,145,145A,33A
10211:139
10219:139
10221:51,64,121,186
10229:51,64,121,186
10231:51,64,121,186
10239:51,64,121,186
10241:51,122,139,186,970
10249:51,122,139,186,970
10261:51,122,139,186,970
10269:51,122,139,186,970
10271:51,122,139,186,970
10279:51,122,139,186,970
10281:33,51,64,111,120,139,145,186,970,NR5
10289:51,111,139,186,970
10291:33,51,64,111,120,139,145,186,970,NR5
10299:33,51,64,111,120,139,145,186,970,33A
10321:32,111,122,132
10329:32,111,122,132
10331:57,145,175,176,272,273
10339:57,145,175,176,272,273,145A
10341:16,132,145,851,16M
10349:16,132,145,851,145A,16M
10351:16,132,145,851,16M
10359:16,132,145,851,145A,16M
10361:65,121,123,131,195,855,123M,131M,195A
10369:65,121,123,131,195,855,123M,131M,195A
10371:5,14,65,120,123,195,123M,195A
10379:5,14,65,120,123,195,123M,195A
10381:14,32,64,65,121,122
10389:14,32,64,65,121,122
10391:61,124,143,166
10399:61,124,143,166
10401:63
10409:63,63A
10411:63
10419:63,63A
10421:63,139
10429:63,139,63A
10431:139
10439:139
10441:139
10449:139
10451:63
10459:63,63A
10461:32,122
10469:32,122
10471:32,122
10479:32,122
10481:63,63A
10489:63
10499:2,12,54,120,121,122,174,190,12e,174e,2A,CT18,CT8
10501:121,147,167,175,196,197,961,961M
10519:14,32,65,139,970
10599:63,63A
10651:123,139,153,198,16M
10659:123,139,153,198,16M
11009:92,100,111,92A,92B,92M
11019:14,123,147,153,196,197,198,855,961,961M
11021:51,61,93,100,123,147,153,196,198,855,961,961M
11029:51,61,64,93,100,123,147,153,196,198,855,961,961M
11031:51,61,93,100,123,147,153,196,198,855,961,961M
11039:51,61,93,100,123,147,153,196,198,855,961,961M
11041:51,93,100,123,147,153,196,198,855,961,961M
11049:51,61,93,100,123,147,153,196,198,855,961,961M
11051:51,93,100,123,147,153,196,198,855,961,961M
11059:51,61,93,100,123,147,153,196,198,855,961,961M
11061:93,105,122,123,153,186,195,855,961,195A,961M
11069:93,105,123,153,186,855,961,961M
11071:93,105,123,153,186,855,961,961M
11079:93,105,123,153,186,855,961,961M
11081:93,105,123,153,186,855,961,961M
11089:93,105,123,153,186,855,961,961M
11091:48,93,153,165,174,186,855,961,961M
11099:48,93,153,165,174,186,855,961,5N,961M
11101:48,93,153,165,174,186,855,961,961M
11109:48,93,153,165,174,186,855,961,5N,961M
11111:48,93,153,165,174,186,855,961,961M
11119:48,93,153,165,174,186,855,961,5N,961M
11131:51,111,145,186,195,970,195A,NR5
11139:51,111,145,186,970
11141:51,111,145,186,195,970,195A,NR5
11149:51,111,145,186,195,970,195A
11151:51,111,145,186,195,970,195A,NR5
11159:51,111,145,186,195,970,195A
11161:32,61,100,105,111,145,147,196,198,970,NR5
11169:32,61,100,105,111,122,145,147,195,196,198,970,195A
11171:32,61,100,105,111,145,147,196,198,970,NR5
11179:32,61,100,105,111,145,147,196,198,970
11181:74,91,95,100,105,106,111,147,185,191,196,198,200,200A,NR5,NR8
11189:32,74,91,95,100,105,106,111,145,147,185,191,196,198,200
11191:14,105,106,147,185,NR5,NR8
11199:14,105,106,147,185
11201:7,75,77,105,106,123,174,NR8
11209:7,75,77,105,106,123,174,7B
11211:7,75,77,105,106,123,174,NR8
11219:7,75,77,105,106,123,174,7B
11221:7,75,77,105,106,123,174,NR8
11229:7,75,77,105,106,123,174,7B
11231:7,48,75,77,106,165,5N,NR8
11239:7,48,75,77,106,165,7B
11259:95
11261:7,61,75,77,95,165,970,5N
11269:7,61,75,77,165,970,7B
11271:7,61,75,77,165,970
11279:7,61,75,77,165,970,7B
11281:7,61,75,165
11289:7,61,75,77,165,970,7B
11291:7,61,75,156,165
11299:7,61,75,156,165,7B
11301:77,156,970
11309:77,156,970
11311:77,156,970
11319:77,156,970
11321:77,156,970
11329:77,156,970
11331:77,156,970
11339:77,156,970
11341:77,156,970
11349:77,156,970
11351:92,100,111,92A,92M
11359:92,100,111,92A,92B,92M
11361:14,74,91,92,95,191,196,198,200,92A,92M,95B
11369:14,74,91,92,95,191,196,198,200,200A,92A,92B,92M
11379:32,48,74,91,145,185,191,200,200A
11381:48,74,91,95,185,191,200,200A
11389:32,48,74,91,145,185,191,200
11401:48,61,95,106,970
11409:61,106,970,NR8
11419:48,61,106,970,NR8
11429:122,195,195A
11439:122,195,195A
11441:61
11449:61
11451:61
11459:61
11469:32,122
11471:32,122
11481:32,122
11489:32,122
11491:32,122
11499:32,122
11511:14,33,51,61,93,100,120,195,197,195A,33A
11519:14,33,51,61,93,100,120,195,197,195A
11521:33,64,120,195,195A,33A
11529:33,120,195,195A
11531:33,64,120,195,195A,33A
11539:33,120,195,195A
11541:64
11551:64
11561:64
11579:64
11589:64
11599:64
11609:64
12021:7,61,75,156,165
12029:7,61,75,156,165,7B
12031:7,61,75,92,156,165,92M
12039:7,61,75,156,165,7B
12041:7,61,75,156,165
12049:7,61,75,156,165,7B
12051:7,61,75,156,165
12059:7,61,75,156,165,7B
12061:52,61,74,75,151,154,184,154B
12069:52,61,74,75,151,154,184
12071:52,61,74,75,151,154,184,154B
12079:52,61,74,75,151,154,184
12081:52,61,74,75,151,154,184,154B
12089:52,61,74,75,151,154,184
12091:52,61,74,75,151,154,184,154B
12099:52,61,74,75,151,154,184
12101:52,61,74,75,151,154,184,154B
12109:52,61,74,75,151,154,184
12111:7,61,75,156,165
12119:7,61,75,156,165,7B
12121:92,92M
12129:92,92M
12131:92,92M
12139:92,92M
12141:92,92M
12149:92,92M
12151:92,92M
12169:92,92M
12179:92,92M
12189:92,92M
12199:92,92M
12201:185,189
12209:185,189
12211:92,92M
13011:7,75,77,105,106,123,174,174e,NR8
13019:7,75,77,105,106,123,174,174e,7B
13021:7,75,77,105,106,123,174,NR8
13029:7,75,77,105,106,123,174,7B
13031:111,132
13039:111,132
13041:111,132
13049:111,132
13051:14,32,65,139,970
13059:14,32,65,139,970
13062:32,139,970
13063:14,65
13069:14,32,65,139,970
13071:32,54,139,195
13079:32,54,139,195,195A,NR6
13081:32,54,139,195
13089:32,54,139,195,195A,NR6
13091:32,54,139,195
13099:32,54,139,195,195A,NR1,NR2,NR5,NR6,NR8
13101:32,54,139,195
13109:32,54,139,195,195A,1N,2N,3N,4N,5N,6N,NR1,NR2,NR3,NR5,NR6,NR8
13119:5,16,75,175,195,970,16M,195A,NR5
13121:5,16,75,175,195,970,16M,1N,2N,3N,4N,5N,6N
13139:5,16,75,175,195,970,16M,195A,NR5
13141:5,14,16,54,65,75,175,16M,1N,2N,3N,4N,5N,6N,NR6
13159:5,14,16,54,65,75,175,16M,NR5
13169:75
13171:75
13179:75
13181:75
13189:75
13191:5,14,16,54,65,175,16M,1N,2N,3N,4N,5N,6N,NR6
13199:5,14,16,54,65,175,16M,NR5
13201:111,132
13209:111,132
13211:1N,2N,3N,4N,5N,6N,NR3
14009:65,80,93,124,188,855,963,123M,188e,963e
14011:61,65,123,143,166,855,123M
14019:61,65,123,143,166,855,123M
14021:65,123,124,855,123M
14029:65,123,124,855,123M
14031:65,121,123,131,195,855,123M,131M,195A
14039:65,121,123,131,195,855,123M,131M,195A
14041:120,131,145,176,273
14049:120,131,145,176
14051:124,131,145,176,273
14059:124,131,145,176,273
14061:10,30,57,80,97,100,131,145,97e
14069:10,30,57,80,97,100,131,145,97e
14071:10,30,57,80,97,100,131,145
14081:10,30,57,80,97,100,131,145
14089:10,30,57,80,97,100,131,145,NR1,NR6
14101:10,30,57,80,97,100,131,145
14109:10,30,57,80,97,100,131,145,NR1,NR6
14119:10,30,57,61,65,80,97,100,131,143,145,166,855,123M,30e,97e,NR1,NR6
14121:10,30,57,61,97,100,131,143,145,166,188R,30e,963R,97e
14129:10,30,57,61,65,80,97,100,131,143,145,166,855,123M,188R,30e,963R,97e,NR1,NR6
14131:10,30,57,61,93,97,100,124,131,143,145,166,188,963
14139:10,30,57,61,93,97,100,124,131,143,145,166,188,963
14141:10,30,57,61,65,80,97,100,131,143,145,166,855,123M,30e,97e,NR1,NR6
14151:10,30,57,61,93,97,100,124,131,143,145,166,188,963
14159:10,30,57,61,93,97,100,124,131,143,145,166,188,963
14161:10,30,57,61,93,97,100,120,143,166,176,188,963,188R,963R,97e
14169:10,30,57,61,93,97,100,120,143,166,176,188,963,188R,963R,97e
14171:10,30,57,61,93,97,100,120,143,166,176,188,963
14179:10,30,57,61,93,97,100,120,143,166,176,188,963
14189:10,30,57,61,93,97,100,120,143,166,176,188,963
14191:57,175,195,195A
14199:57,175,195,195A
14201:57,175,195,195A
14209:57,175,195,195A
14211:57,175,195,195A
14219:57,175,195,195A
14221:61,124,143,166
14229:61,124,143,166
14231:61,124,143,166
14239:61,124,143,166
14241:57,145,175,176,195,272,273,195A
14249:145,176,195,272,273,145A,195A
14259:121,272
14269:121,272
14271:124,131,195,195A
14279:121,124,131,195,272,195A
14281:124,131,195,195A
14291:121,124,131,195,272,195A
14299:124,131,195,195A
14309:121,272
14319:121,272
14329:120,273
14331:120,124
14339:120,124,273
14341:120,124
14349:120,124,273
14351:124
14359:124,273
14369:57,175,195,195A
14379:65,121,123,124,272,855,123M
14381:123,131,123M,131M
14389:123,131,123M,131M
14391:120,124
14399:124,273
14471:57,175,195,195A
14489:121,272
14491:120,124
14499:124
14501:120,124
14509:124
14519:123,188R,963R,NR1,NR6
14521:123
14529:123
14539:123
15041:51,57,61,93,97,100,120,166,175,963,963e,963R,97e
15049:51,57,61,93,97,100,120,166,175,963,963e,963R,97e
15051:51,57,61,93,97,100,120,166,175,963,963e,97e
15059:51,57,61,93,97,100,120,166,175,963,963e,97e
15071:200
15079:200,200A
15091:200
15099:200,200A
15101:200
15109:200,200A
15111:200
15119:200,200A
15121:200
15129:200,200A
15131:92,200,92A
15139:92,200,200A,92A,92B
15141:10,30,51,143,175,176,188,30e
15149:10,30,51,143,175,176,188,188e,30e
15151:10,30,51,143,175,176,188,30e
15159:10,30,51,143,175,176,188,188e,30e
15161:10,30,51,143,175,176,188,30e
15169:10,30,51,143,175,176,188,188e,30e
15181:92,92A,92B
15189:92,92A
15191:10,30,51,143,175,176,188
15199:10,30,51,143,175,176,188,188e
15201:10,30,51,143,175,176,188,30e
15209:10,30,51,143,175,176,188,30e
15211:175,176
15219:10,30,51,143,175,176,188
15221:10,30,51,143,188,200,200A
15229:10,30,51,143,188,200
16009:10,33,95,151,200,201,200A,33A,95B
16011:10,30,51,143,188,200,200A,30e
16019:10,30,51,143,188,200,30e
16021:10,30,51,143,188,200,200A
16029:10,30,51,143,188,200
16031:10,30,51,143,188,200,200A,30e
16039:10,30,51,143,188,200,30e
16041:10,30,51,143,183,188,200,200A
16049:10,30,51,143,183,188,200
16051:10,30,51,143,183,188,200,200A
16059:10,30,51,143,183,188,200
16061:10,30,51,143,183,188,200,200A,30e
16069:10,30,51,143,183,188,200,30e
16071:10,30,51,143,183,188,200,200A
16079:10,30,51,143,183,188,200
16081:10,30,51,143,183,188,200,200A
16089:10,30,51,143,183,188,200
16091:97,197,198,963,963e
16099:97,197,198,963,963e
16101:183
16109:183
16111:183
16119:183
16121:183
16131:33,183,188,33A
16139:183,188,188e
16141:33,183,188,33A
16149:33,96,183,188,188e,96A
16151:33,183,188,33A
16159:33,96,183,188,188e,96A
16161:151
16169:96,151,96A,96B
16171:95,151
16179:95,96,151,95B,96A,96B
16181:95,151
16189:95,96,151,95B,96A,96B
16191:95,151
16199:95,96,151,95B,96A,96B
16201:10,30,51,143,188,200,200A
16209:10,30,51,143,188,200
16211:175,176
16219:175,176
16221:175,176
16229:175,176
16231:175,176
16239:175,176
16241:175,176
16249:175,176
16891:189
16991:189
17009:7,14,96,99,147,156,165,166,173,175,196,282,284,285,7B,96A
17011:30,51,143,201,655
17019:30,51,143,201,655
17021:30,51,143,201,655
17029:30,51,143,201,655
17031:30,51,143,175,201,655
17039:30,51,143,175,201,655
17041:30,51,143,175,201,282,655
17049:30,51,143,175,201,655
17051:154,188,196,201,963,963R
17059:154,188,196,201,963,154B,963R
17061:30,51,78,143,285,655
17069:30,51,78,143,285,655
17071:30,51,78,143,285,655
17079:30,51,78,143,285,655
17081:175
17091:96,151,183,96B
17099:33,96,151,183,196,96A
17101:52,74,151,154,165,154B
17109:52,74,151,154,165
17111:52,74,151,154,184,154B
17119:52,74,151,154,165
17121:97,188,196,197,198,963,963R,97e
17129:97,197,198,963,963R,97e
17131:97,188,196,197,198,963,963R,97e
17139:97,188,196,197,198,963,963R,97e
17141:97,188,196,197,198,963,963R,97e
17149:97,188,196,197,198,963,963R,97e
17151:14,52,96,105,106,147,154,165,166,183,185,667,96B,NR5,NR8
17159:14,52,96,105,106,147,154,165,166,183,185,667,154B,96A
17161:14,52,78,96,105,106,147,154,156,165,166,175,183,185,189,201,285,5N,96B,NR5,NR8
17169:52,105,106,154,183,184,185,154B
17171:14,52,78,96,105,106,147,154,156,165,166,175,183,185,189,201,285,5N,96B,NR5,NR8
17179:52,105,106,154,183,184,185,189,201,105B,106A,154B
17181:52,99,105,106,154,173,183,185,189,196,201,5N,NR5,NR8
17189:52,99,105,106,154,173,183,185,189,196,201,105B,106A,154B
17191:188,189,196
17201:284,667
17211:284,667
17219:284,667
17221:7,282,667,7B
17229:7,184,282,667
17239:14,78,96,147,156,165,166,175,285,96A
17241:156,184,282,667
17249:156,282,667,5N
17251:78,175,201,282,285
17259:78,175,189,201,282,285
17269:282
